row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,pos_FRN1_O3.mzML Peak area,pos_FRN3_O3.mzML Peak area,pos_FRN5_O3.mzML Peak area,pos_HFO1_O3.mzML Peak area,pos_FRN4_O3.mzML Peak area,pos_FRN2_O3.mzML Peak area,pos_HFO2_O3.mzML Peak area,pos_HFO3_O3.mzML Peak area,pos_HFO5_O3.mzML Peak area,pos_HFO4_O3.mzML Peak area,
70,341.81761746027917,0.89308333,,,,,,,,,,,0,752.6244,0,0,0,0,0,0,0,0,
71,596.7507627095417,0.89308333,,,,,,,,,,,0,2054.933,0,0,0,0,0,0,0,0,
72,612.7251032769439,0.89308333,,,,,,,,,,,0,949.6614,0,0,0,0,0,0,0,0,
73,612.7245507273781,0.93998754,,,,,,,,,,,0,603.6003,0,0,0,0,0,0,0,0,
74,219.18715961090257,0.9440225,,,,,,,,,,,2033.1731,1932.8702,0,3532.706,0,0,2249.0278,1864.5428,0,0,
75,426.7955202152948,0.9547441,,,,,,,,,,,1113.754,2850.9387,0,0,0,0,0,0,0,0,
76,390.08035482408314,0.9700396,,,,,,,,,,,0,0,0,0,0,0,0,0,682.82056,0,
77,453.0634828474075,0.9700396,,,,,,,,,,,0,0,0,0,0,0,0,0,288.588,0,
78,580.7767429779757,0.9710084,,,,,,,,,,,0,758.2611,0,0,0,0,0,0,0,0,
79,276.9872487211833,1.0307659,,,,,,,,,,,0,0,0,0,0,0,0,0,0,428.40594,
80,495.79925961687593,1.0406882,,,,,,,,,,,0,0,0,0,0,0,0,3803.9404,0,0,
81,341.81761542848596,1.05618,,,,,,,,,,,0,0,0,0,0,0,0,2015.1719,0,0,
82,374.8934115126842,1.05618,,,,,,,,,,,0,0,0,0,0,0,0,634.4422,0,0,
83,808.9505003772949,1.0633543,,,,,,,,,,,0,0,0,0,0,0,0,0,1169.4777,0,
84,596.7509513244074,1.0667157,,,,,,,,,,,0,0,0,0,0,0,0,2387.1199,0,1378.8982,
85,410.82154113536035,1.0716861,,,,,,,,,,,0,0,0,0,0,0,0,5350.503,0,0,
86,511.7735729364365,1.0716861,,,,,,,,,,,0,0,0,0,0,0,0,4140.533,0,0,
87,580.7767454838212,1.0716861,,,,,,,,,,,0,0,0,0,0,0,0,2155.8535,0,0,
88,665.7544432826679,1.0716861,,,,,,,,,,,0,0,0,0,0,0,0,1180.3196,0,0,
89,697.7023168377104,1.0716861,,,,,,,,,,,0,0,0,0,0,0,0,1235.538,0,0,
90,219.18695622885917,1.0862073,,,,,,,,,,,0,0,0,825.8318,0,0,0,0,0,0,
91,748.1119989524195,1.0943419,,,,,,,,,,,0,0,0,0,0,0,0,0,370.53323,0,
92,527.7474549212741,1.0994446,,,,,,,,,,,0,0,545.7239,0,0,0,0,1505.3973,0,0,
93,327.84186336404446,1.1027071,,,,,,,,,,,0,0,0,0,0,0,0,816.5945,0,0,
94,681.7282726277617,1.1027071,,,,,,,,,,,0,0,0,0,0,0,0,1542.0505,0,0,
95,612.7244921191661,1.1141248,,,,,,,,,,,434.53018,0,0,0,0,0,0,1165.7966,0,0,
96,296.97420938568797,1.159648,,,,,,,,,,,0,0,2291.786,0,0,0,0,801.1827,942.61743,0,
97,377.0517822686438,1.1857098,,,,,,,,,,,0,0,0,0,0,0,0,0,0,474.11435,
98,563.0790053136516,1.201587,,,,,,,,,,,0,0,0,0,0,0,0,0,0,714.8008,
99,673.6257471752447,1.2033926,,,,,,,,,,,406.2397,0,0,0,0,0,0,0,0,0,
100,412.81959967577103,1.2040915,,,,,,,,,,,0,0,0,0,0,491.49036,0,0,0,0,
101,215.0704921507535,1.209635,,,,,,,,,,,1312.176,0,1266.8643,0,1182.1051,0,0,0,0,0,
102,578.1569491831583,1.2195542,,,,,,,,,,,0,0,0,0,0,437.3752,0,0,0,0,
103,345.08711987436004,1.2245166,,,,,,,,,,,0,0,0,0,631.6616,0,0,1940.2537,4388.6904,1928.0538,
104,647.2097318271951,1.235847,,,,,,,,,,,0,0,0,0,254.15753,0,0,0,0,0,
105,247.05798701475172,1.2437564,,,,,,,,,,,0,0,6335.384,0,12889.538,0,0,0,0,0,
106,852.2663125650452,1.2554805,,,,,,,,,,,0,0,0,1381.0183,0,0,0,0,0,0,
107,853.1478963320487,1.2582347,,,,,,,,,,,0,1660.5469,0,0,0,0,0,0,911.74976,0,
108,851.2637126899398,1.2602308,,,,,,,,,,,0,0,2759.7793,0,0,0,3628.9812,0,0,0,
109,208.0640591137387,1.2667149,,,,,,,,,,,0,1183.5403,0,0,0,0,0,0,0,0,
110,667.2287152967241,1.2667149,,,,,,,,,,,0,21760.674,0,0,0,0,0,0,0,0,
111,846.3080813414014,1.2667149,,,,,,,,,,,0,13672.85,0,0,0,0,0,0,0,0,
112,698.2712573454914,1.2670242,,,,,,,,,,,0,0,0,0,48859.766,0,0,0,0,0,
113,689.2107510924848,1.2673501,,,,,,,,,,,0,96686.734,0,0,76758.01,0,40976.14,85064.11,92910.1,73134.56,
114,684.2554411230551,1.2676077,,,,,,,,,,,0,129634.14,26815.543,83045.66,94256.08,32144.742,32926.395,82868.79,106767.336,68771.27,
115,705.1847941481233,1.2677,,,,,,,,,,,0,13735.422,0,11095.303,10342.84,0,0,11402.324,11121.034,8571.251,
116,628.1096427244371,1.2677461,,,,,,,,,,,0,0,0,9126.678,7748.856,0,0,0,8097.1323,0,
117,612.1361778727772,1.2681865,,,,,,,,,,,0,21416.877,0,30516.053,24676.332,0,0,0,0,0,
118,1278.3569738295685,1.2696037,,,,,,,,,,,0,1762.5391,0,0,0,0,0,1672.4531,0,0,
119,487.1659884285108,1.27082,,,,,,,,,,,0,0,0,16445.95,0,0,0,0,0,0,
120,220.0968888325399,1.2724094,,,,,,,,,,,0,0,0,0,0,0,0,0,3189.4373,1985.3083,
121,516.2992548609228,1.2767643,,,,,,,,,,,0,0,0,0,0,0,0,2916.159,4377.9727,0,
122,547.341222211305,1.2767643,,,,,,,,,,,0,0,0,0,0,0,0,2178.7117,3153.5273,0,
123,527.1583176691564,1.2798505,,,,,,,,,,,0,241614.84,102302.77,257402.72,223425.98,119397.6,130229.875,232618.73,229679.69,174869.19,
124,505.1765625862373,1.2810359,,,,,,,,,,,0,0,0,0,0,0,0,0,10259.399,0,
125,666.2450616566038,1.2810359,,,,,,,,,,,0,0,0,0,0,0,0,0,1924.8912,0,
126,212.07529958018208,1.2812885,,,,,,,,,,,2803.2288,0,0,0,0,0,0,0,0,0,
127,562.3425543586251,1.2812885,,,,,,,,,,,1836.968,0,0,0,0,0,0,0,0,0,
128,522.2030548664343,1.2815175,,,,,,,,,,,0,230355.78,59271.348,223428.11,183000.47,72209.39,72322.5,167217.94,197833.52,115104.42,
129,685.2590182682148,1.2825845,,,,,,,,,,,0,0,0,0,26536.945,0,0,0,0,0,
130,536.2183405868384,1.2826506,,,,,,,,,,,0,151677.8,0,0,0,0,0,0,0,0,
131,239.1064176885165,1.2832512,,,,,,,,,,,0,0,1725.7693,0,0,0,0,0,0,0,
132,210.07944207785923,1.2845502,,,,,,,,,,,71961.6,31609.053,27154.602,43220.74,25099.332,57755.695,28277.79,48253.863,44055.68,26707.332,
133,543.1323239929109,1.2855397,,,,,,,,,,,0,36760.484,11448.367,37564.074,30367.76,12023.887,14672.755,27750.602,28836.135,0,
134,374.1655959264952,1.292319,,,,,,,,,,,10183.018,40776.395,19330.191,56226.277,36391.74,20755.201,38006.113,36187.617,45157.14,23223.305,
135,259.11319405164693,1.2941283,,,,,,,,,,,0,0,0,9204.61,0,0,0,10751.4,0,0,
136,360.1498763571097,1.295095,,,,,,,,,,,0,38928.258,16838.645,64247.08,36961.25,21601.338,27957.064,35387.523,34835.434,24428.002,
137,630.1909422488075,1.2956916,,,,,,,,,,,0,11126.236,1996.8645,0,9028.734,0,0,8576.417,8903.797,5761.5186,
138,366.10873131691085,1.2965733,,,,,,,,,,,0,0,0,0,0,0,0,0,15703.857,0,
139,584.356374309463,1.2965733,,,,,,,,,,,0,0,0,0,0,0,0,0,1228.763,0,
140,258.11004997998486,1.2968192,,,,,,,,,,,0,157911.53,87278.76,139159.34,132094.94,61989.895,54538.754,145327.66,167071.02,85901.08,
141,792.2431704566395,1.2973816,,,,,,,,,,,0,4146.2046,0,0,0,0,0,0,2370.5928,0,
142,228.09795157845429,1.298097,,,,,,,,,,,0,0,0,0,1187.6191,0,0,0,0,0,
143,356.1467371812888,1.2987972,,,,,,,,,,,0,0,575.50433,0,0,0,0,0,0,0,
144,365.1053481739553,1.3027334,,,,,,,,,,,52987.96,128729.266,100005.28,188384.67,132173.4,125186.3,231352.25,161561.11,115862.9,114310.67,
145,247.14017045464817,1.3047307,,,,,,,,,,,1243.5406,0,0,0,0,1487.7742,0,0,0,0,
146,212.11279297217118,1.305405,,,,,,,,,,,0,0,0,8945.967,0,0,6463.884,4571.729,0,0,
147,284.0988739543651,1.3071269,,,,,,,,,,,3216.9268,6886.5776,4924.5356,0,5403.487,5110.6357,0,7338.028,10155.088,6540.0327,
148,450.0830203326279,1.3092194,,,,,,,,,,,0,0,11492.611,17009.816,12421.687,15928.221,20578.027,19158.143,16797.354,16446.385,
149,381.0792282409244,1.3098067,,,,,,,,,,,4077.9492,21927.143,11496.46,36845.05,17903.04,11759.903,32264.092,17545.152,15600.201,13034.263,
150,423.27488727325107,1.3098245,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5040.959,
151,249.1525591035811,1.3112609,,,,,,,,,,,0,0,0,0,0,0,0,0,2240.1248,0,
152,300.13009725672686,1.3116252,,,,,,,,,,,11825.258,13983.291,10180.894,10701.111,10503.288,10520.694,9591.15,16107.857,23823.855,0,
153,307.09622198104415,1.3118135,,,,,,,,,,,1798.383,0,0,0,0,0,0,0,0,0,
154,255.10651743467463,1.3119729,,,,,,,,,,,0,0,0,0,0,826.3191,0,0,0,0,
155,601.3346168071255,1.3119729,,,,,,,,,,,0,0,0,0,0,839.6438,0,0,0,0,
156,244.09277940277605,1.3123431,,,,,,,,,,,3812.1226,10898.554,7094.7764,0,6164.9404,7654.6943,0,0,9514.234,0,
157,384.1510428218913,1.3125252,,,,,,,,,,,0,3710.1885,1817.9353,0,0,1715.6409,1548.5259,6707.1406,5305.927,1431.1261,
158,269.0879219486024,1.312736,,,,,,,,,,,233333.22,353132.03,249968.25,236570.47,250086.78,238110.95,203414.42,451887.28,475987.0,299753.5,
159,204.12313673744944,1.3132179,,,,,,,,,,,0,0,24822.672,0,0,0,0,0,0,0,
160,573.3346874026836,1.3153428,,,,,,,,,,,0,0,0,0,0,0,0,1258.7609,0,0,
161,291.0697919919108,1.3157581,,,,,,,,,,,155153.7,301325.28,180537.6,193009.67,213898.31,230993.69,150512.2,545513.9,451275.9,225398.6,
162,535.0608465758033,1.3175806,,,,,,,,,,,5739.848,0,5409.2437,5457.372,4242.9546,0,9022.819,7205.368,6591.703,0,
163,332.0962997486172,1.317727,,,,,,,,,,,0,21424.56,0,0,16524.117,18218.828,0,0,0,0,
164,244.07916904345095,1.3187615,,,,,,,,,,,0,5539.541,4088.588,0,0,4129.6094,3576.6553,7349.938,6843.623,3266.2917,
165,466.05704833591426,1.3194231,,,,,,,,,,,3308.6416,7686.8906,0,14287.558,7146.7114,6116.187,0,9459.226,7285.8438,0,
166,309.0415752992057,1.3209217,,,,,,,,,,,0,23648.277,0,21861.197,0,0,0,33479.062,27801.928,0,
167,310.17596720799435,1.3213334,,,,,,,,,,,0,0,0,9806.556,0,5970.288,9366.294,15175.184,0,0,
168,203.0524260618623,1.321705,,,,,,,,,,,12577.167,31023.541,24924.422,31145.406,32469.396,30199.598,22409.547,26343.633,28894.424,24779.328,
169,307.04373774716925,1.3231359,,,,,,,,,,,92858.055,352249.25,187405.2,306277.56,203483.5,173102.62,189118.38,491160.22,434559.88,224454.03,
170,652.4108829935675,1.3235874,,,,,,,,,,,0,4027.4436,0,0,0,0,2755.7932,4992.884,0,52808.793,
171,213.12329393539346,1.3238822,,,,,,,,,,,0,4365.9185,2812.658,0,0,0,0,7995.9824,0,0,
172,784.4890457058888,1.3239121,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7309.3335,
173,205.06814444031622,1.3260671,,,,,,,,,,,0,0,0,0,0,0,0,0,994.17395,0,
174,247.16493350435124,1.3260671,,,,,,,,,,,0,0,0,0,0,0,0,0,2550.1904,0,
175,608.3850408633748,1.3261966,,,,,,,,,,,0,0,0,0,0,6696.384,6409.714,0,0,64525.027,
176,269.1004968406218,1.3262643,,,,,,,,,,,12131.5625,13484.031,13690.742,9074.542,0,11750.532,9141.085,18876.752,22393.309,0,
177,696.4376333197974,1.3267338,,,,,,,,,,,0,0,0,1573.919,0,0,0,0,0,30828.098,
178,550.8285996071448,1.3270626,,,,,,,,,,,0,0,0,0,0,1092.355,0,0,0,0,
179,297.15319048957207,1.3273387,,,,,,,,,,,0,0,0,0,0,2784.217,4109.3916,0,0,0,
180,328.1362474362165,1.3273449,,,,,,,,,,,14250.135,0,0,0,0,0,0,0,0,0,
181,377.0513586227317,1.3273449,,,,,,,,,,,1566.8455,0,0,0,0,0,0,0,0,0,
182,472.9115346286078,1.3273449,,,,,,,,,,,1239.5684,0,0,0,0,0,0,0,0,0,
183,548.828706330369,1.3273449,,,,,,,,,,,20816.543,0,0,0,0,0,0,0,0,0,
184,557.8891456150925,1.3273449,,,,,,,,,,,3356.8657,0,0,0,0,0,0,0,0,0,
185,633.8062030244608,1.3273449,,,,,,,,,,,9238.842,0,0,0,0,0,0,0,0,0,
186,718.7831438783926,1.3273449,,,,,,,,,,,3321.9001,0,0,0,0,0,0,0,0,0,
187,812.821776404565,1.3273449,,,,,,,,,,,734.5148,0,0,0,0,0,0,0,0,0,
188,521.3363320554728,1.3276149,,,,,,,,,,,0,0,0,0,0,0,5004.0366,0,0,0,
189,268.10391143218465,1.3276813,,,,,,,,,,,856046.75,978191.06,953968.5,628826.44,870183.44,849500.7,659545.94,1304918.9,1563484.8,1181799.5,
190,412.2096743080165,1.3283387,,,,,,,,,,,0,0,1109.0411,0,0,0,0,0,0,0,
191,219.02642055285222,1.3285128,,,,,,,,,,,0,18023.219,0,17824.787,0,0,0,12351.84,14816.364,0,
192,440.1740454675114,1.3289471,,,,,,,,,,,0,0,1071.4221,2714.1533,0,0,0,0,0,0,
193,252.10891095858477,1.3295555,,,,,,,,,,,0,0,0,5384.798,0,0,0,0,0,0,
194,269.1070492498096,1.330949,,,,,,,,,,,0,0,0,0,0,0,0,136071.05,0,0,
195,392.0212999708386,1.330949,,,,,,,,,,,0,0,0,0,0,0,0,13498.713,0,0,
196,201.93359999217063,1.3317038,,,,,,,,,,,0,21093.434,12239.602,29993.008,14654.748,0,16136.113,0,15102.788,13248.985,
197,255.20653396621046,1.3319672,,,,,,,,,,,7921.4087,6064.351,5200.2593,5178.528,0,0,0,0,0,0,
198,425.21433484425825,1.3331113,,,,,,,,,,,0,0,0,0,0,2160.1077,0,0,0,1721.8262,
199,241.15446507956494,1.333239,,,,,,,,,,,0,2974.0264,0,0,0,0,0,5484.2446,4674.2354,0,
200,286.9110606423053,1.3340461,,,,,,,,,,,0,16150.004,9084.0205,0,12374.978,7402.3057,0,11655.501,10073.496,12764.888,
201,564.3588453283445,1.3349072,,,,,,,,,,,8371.303,0,0,0,6696.064,10082.575,0,13781.302,16805.877,95552.09,
202,229.15455650232064,1.335237,,,,,,,,,,,4765.7217,9003.148,0,12681.9375,0,5298.635,5455.367,15331.439,14552.469,6404.434,
203,404.14239892268574,1.3352946,,,,,,,,,,,0,4249.909,3760.5503,0,0,3478.3127,2852.7856,5089.9033,0,2386.9429,
204,339.09107246004464,1.3355218,,,,,,,,,,,0,5292.784,3548.4905,0,0,0,0,0,0,0,
205,378.8733832020938,1.3356929,,,,,,,,,,,53511.273,0,0,0,15383.561,0,0,0,0,0,
206,371.8887013956725,1.3357602,,,,,,,,,,,0,15683.674,0,0,14780.19,0,0,0,0,0,
207,472.8405353267067,1.3368125,,,,,,,,,,,0,9332.242,0,15290.424,8067.0645,0,0,10509.766,0,0,
208,307.12198480265823,1.3374239,,,,,,,,,,,11392.923,0,0,0,5313.1553,0,0,0,6054.9897,0,
209,520.3328522447283,1.3382931,,,,,,,,,,,0,0,14835.569,14009.9795,11383.197,12676.239,20321.969,0,23444.385,114196.5,
210,301.1407267383575,1.3391598,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2534.2935,
211,432.2800515455777,1.3391598,,,,,,,,,,,0,0,0,0,0,0,0,0,0,114982.74,
212,293.89567595405765,1.3401264,,,,,,,,,,,65035.6,0,0,0,27484.8,0,27240.316,31921.082,0,0,
213,393.20970559182183,1.340224,,,,,,,,,,,0,0,0,0,0,0,0,0,1343.8263,1655.1799,
214,208.9182520457696,1.3404052,,,,,,,,,,,40349.66,0,0,24156.664,0,0,29349.002,26137.912,0,0,
215,465.8503150536242,1.3408273,,,,,,,,,,,2042.1208,0,0,0,0,0,0,0,0,1147.6631,
216,649.7800574860169,1.341053,,,,,,,,,,,16057.83,0,0,2451.592,4316.281,8476.046,4747.845,5735.1523,5094.92,5060.183,
217,387.8626368868133,1.3411744,,,,,,,,,,,0,10544.719,0,16920.18,8259.187,0,9648.752,9031.229,0,0,
218,421.2443359084929,1.3412881,,,,,,,,,,,0,0,0,0,0,0,0,0,2266.499,0,
219,210.1335324776687,1.3413316,,,,,,,,,,,272629.22,33156.11,25187.283,56104.938,19000.55,163649.53,0,69096.88,49468.38,26431.752,
220,566.8011047423257,1.341323,,,,,,,,,,,5764.577,0,0,0,0,2008.6179,0,0,0,2881.697,
221,479.8249766760902,1.341503,,,,,,,,,,,58031.234,16728.205,23000.95,15382.574,24001.162,35956.44,24748.438,31485.592,27676.443,28490.875,
222,476.3065200858932,1.341538,,,,,,,,,,,18633.006,16654.13,17932.65,19525.326,15513.513,16616.73,25906.266,24771.162,31909.107,113218.19,
223,750.7310215118051,1.3423612,,,,,,,,,,,15278.371,0,0,0,0,8011.1475,0,5044.1416,6458.76,6446.415,
224,457.83243494798955,1.3424948,,,,,,,,,,,3222.5232,0,0,0,0,0,0,0,0,0,
225,643.7614990748463,1.3424948,,,,,,,,,,,7461.004,0,0,0,0,0,0,0,0,0,
226,667.752334069523,1.3424948,,,,,,,,,,,6316.9634,0,0,0,0,0,0,0,0,0,
227,463.8512532815839,1.342608,,,,,,,,,,,29200.615,0,0,0,7298.212,0,0,0,8354.595,0,
228,734.7574119963882,1.342608,,,,,,,,,,,9055.559,0,0,0,1587.3848,0,0,0,2187.9368,0,
229,665.7540352671288,1.3430605,,,,,,,,,,,30757.137,6806.766,9438.788,7251.4814,9962.725,17902.02,11737.262,11835.412,13895.442,13248.475,
230,564.8025327504157,1.3432019,,,,,,,,,,,38036.41,7255.84,0,0,12691.064,20378.666,13841.576,17361.379,15020.193,0,
231,295.89371245847366,1.3432678,,,,,,,,,,,4907.9434,0,0,0,1548.697,0,0,0,0,0,
232,302.88507490670753,1.3433574,,,,,,,,,,,0,9002.255,4074.6963,12596.858,5393.151,0,6172.66,0,5640.705,0,
233,851.6825232749175,1.343815,,,,,,,,,,,11016.087,0,4062.6592,0,0,7478.8276,0,4527.161,0,0,
234,488.8854105101438,1.3439013,,,,,,,,,,,0,0,1334.2249,0,0,0,0,0,0,0,
235,936.6605482661305,1.344522,,,,,,,,,,,4317.648,0,0,0,0,0,0,2341.1978,0,0,
236,394.8473571153359,1.3446226,,,,,,,,,,,124828.305,37714.586,45580.316,36220.32,48122.863,61539.793,46927.484,62946.957,51633.58,58497.137,
237,533.325393783317,1.3449035,,,,,,,,,,,0,9311.2,4844.7075,16715.951,7328.1987,10163.856,11866.158,25209.508,31636.453,13186.148,
238,481.8230615859642,1.344988,,,,,,,,,,,9130.743,0,0,0,3926.3171,4128.668,0,0,3278.0024,4272.759,
239,309.13771562877974,1.3461299,,,,,,,,,,,1354.9237,0,0,3313.9355,1452.6017,0,5513.8735,6807.55,0,5255.348,
240,296.0986538838697,1.3465492,,,,,,,,,,,0,0,0,0,0,0,0,2610.9375,0,0,
