feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:POS_NIST_2.mzML:area,datafile:POS_NIST_3.mzML:area,datafile:POS_NIST_1.mzML:area,datafile:POS_NIST_0.mzML:area
2047,2.821,398.32645,398.32649,0.1004201351405304,C23H44NO4,CCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(9),0.10199999999999942,0.8204700000000003,0.942502001616198,0.942502001616198,All,Some,,153000.0,,
2125,2.889,566.32145,566.32171,0.4591030070623358,C28H50NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:4,"LPC 20:4(8,11,14,17)",0.5290000000000002,0.633544999999998,0.057094317922284664,0.057094317922284664,All,Some,76200.0,67500.0,83600.0,79100.0
2178,2.927,448.34176,448.34214,0.8475669941489037,C27H46NO4,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:4,"CAR 20:4(8,11,14,17)",0.6085,0.601118750000019,0.23408741043634207,0.23408741043634207,All,Some,18200.0,19000.0,0.0,25100.0
2289,3.034,424.34159,424.34214,1.2961239248490042,C25H46NO4,CCCCCCCCC=CCC=CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:2,"CAR 18:2(6,9)",0.22800000000000006,0.603906666666641,0.31776834276311644,0.31776834276311644,Some,Some,254000.0,155000.0,208000.0,188000.0
2305,3.046,542.32411,542.32171,4.425417525634341,C26H50NO7P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:2,"LPC 18:2(6,9)",0.6240000000000006,0.8813400000000229,0.0,0.0,Some,None,501000.0,664000.0,,
2444,3.111,478.29346,478.29282,1.3380924262583975,C23H44NO7P,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 18:2,"LPE 18:2(9,12)",0.40299999999999936,0.6555549999999926,0.06945226547731284,0.06945226547731284,All,Some,95500.0,0.0,28100.0,0.0
2568,3.21,424.34191,424.34214,0.5420154594774397,C25H46NO4,CCCCCCCCC=CCC=CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:2,"CAR 18:2(6,9)",0.0515000000000001,0.6331124999999815,0.4514222920942299,0.4514222920942299,All,Some,0.0,0.0,4650.545908491807,2054.7033541583583
2568,3.21,424.34191,424.34214,0.5420154594774397,C25H46NO4,CCCCCC=CCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:2,"CAR 18:2(9,12)",0.3266666666666668,0.5826266666666697,0.32020895524647724,0.32020895524647724,All,Some,0.0,0.0,140349.45409150817,76145.29664584165
2921,3.494,480.30833,480.30847,0.291479348651908,C23H46NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 18:1,LPE 18:1(11),0.23499999999999943,0.07870499999998515,0.0,0.0,All,None,33200.0,0.0,0.0,
3007,3.597,424.34181,424.34214,0.7776743548558199,C25H46NO4,CCCCCCCCC=CCC=CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:2,"CAR 18:2(6,9)",0.3179999999999999,0.6169399999999806,0.5754427671113148,0.5754427671113148,All,Some,0.0,52.99132480517571,0.0,0.0
3007,3.597,424.34181,424.34214,0.7776743548558199,C25H46NO4,CCCCCC=CCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:2,"CAR 18:2(9,12)",0.5289999999999999,0.8769774999999953,0.23163106295439942,0.23163106295439942,All,Some,0.0,4857.008675194825,0.0,0.0
3258,3.769,478.32962,478.3292,0.8780563677960356,C24H48NO6P,CCCCCCC=CCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:2,"LPC O-16:2(6,9)",0.36149999999999993,0.8831649999999911,0.19192998547563758,0.19192998547563758,All,Some,36900.0,52100.0,0.0,0.0
3378,3.864,478.33123,478.3292,4.243939111370684,C24H48NO6P,CCCCCCC=CCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:2,"LPC O-16:2(6,9)",0.3620000000000001,0.8691766666666846,0.2558657322561699,0.2558657322561699,All,Some,14600.0,0.0,0.0,0.0
3388,3.884,478.32882,478.3292,0.7944319519003447,C24H48NO6P,CCCCCCC=CCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:2,"LPC O-16:2(6,9)",0.4053333333333334,0.8668500000000184,0.2553283771155499,0.2553283771155499,All,Some,16200.0,15600.0,0.0,0.0
3443,3.933,426.35758,426.35779,0.49254406736237927,C25H48NO4,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(9),0.4370000000000003,0.7952999999999975,0.48267884191155336,0.48267884191155336,All,Some,0.0,126000.0,0.0,0.0
3479,3.968,478.32946,478.3292,0.5435587038567595,C24H48NO6P,CCCCCCC=CCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:2,"LPC O-16:2(6,9)",0.3786666666666667,0.6186733333333146,0.25702646926453454,0.25702646926453454,All,Some,22700.0,,0.0,16800.0
3483,3.97,508.34021,508.37615,70.69568468147516,C26H54NO6P,CCCCCCCCCCCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:1,LPC O-18:1(6),0.5329999999999999,0.7608000000000459,0.28782792907466787,0.28782792907466787,All,Some,0.0,,12600.0,8060.0
3511,3.992,544.33757,544.33736,0.38579016519872006,C26H52NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(11),0.41000000000000014,0.8588250000000244,0.0,0.0,All,None,590000.0,532000.0,579000.0,678000.0
3537,4.015,426.35768,426.35779,0.2579992733485503,C25H48NO4,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(9),0.2730000000000006,0.7954000000000576,0.48010682754609674,0.48010682754609674,All,Some,500000.0,548000.0,635000.0,866000.0
3613,4.093,478.32912,478.3292,0.16724883202905674,C24H48NO6P,CCCCCCC=CCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:2,"LPC O-16:2(6,9)",0.361,0.8404024999999962,0.1958322119046939,0.1958322119046939,All,Some,0.0,0.0,6380.0,0.0
3783,4.265,480.34529,480.34485,0.9160085716941313,C24H50NO6P,CCCCCCCCCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(6),0.9290000000000012,0.41115500000000793,0.41183673085857325,0.41183673085857325,All,Some,0.0,0.0,13000.0,
3952,4.375,480.30849,480.34485,75.6956174298568,C24H50NO6P,CCCCCCCCCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(6),0.7090000000000005,0.41115500000000793,0.3399443505005794,0.3399443505005794,All,Some,0.0,2707.178695484369,0.0,0.0
3952,4.375,480.30849,480.34485,75.6956174298568,C24H50NO6P,CCCCCCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(9),0.45399999999999974,0.8429950000000019,0.14047822479328487,0.14047822479328487,All,Some,0.0,7592.821304515632,0.0,0.0
4026,4.451,480.34518,480.34485,0.6870064288593526,C24H50NO6P,CCCCCCCCCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(6),0.5570000000000013,0.41115500000000793,0.4074861549970874,0.4074861549970874,All,Some,113000.0,111000.0,78300.0,
4065,4.509,480.30877,480.34485,75.112702884244,C24H50NO6P,CCCCCCCCCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(6),0.44099999999999984,0.41115500000000793,0.4112278371967253,0.4112278371967253,All,Some,0.0,0.0,0.0,
4065,4.509,480.30877,480.34485,75.112702884244,C24H50NO6P,CCCCCCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(9),0.28699999999999903,0.8434799999999711,0.12769880682251394,0.12769880682251394,All,Some,0.0,0.0,0.0,
4192,4.728,480.34509,480.34485,0.4996410391811963,C24H50NO6P,CCCCCCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(9),0.18200000000000038,0.8797700000000361,0.10740179358563552,0.10740179358563552,All,Some,0.0,,9080.0,0.0
4271,4.775,480.34516,480.34485,0.6453696755843913,C24H50NO6P,CCCCCCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(9),0.08799999999999919,0.8798400000000299,0.09209591247865002,0.09209591247865002,All,Some,0.0,,8410.0,0.0
4387,4.953,508.37656,508.37615,0.8064894468161636,C26H54NO6P,CCCCCCCCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:1,LPC O-18:1(9),0.3509999999999991,0.504729999999995,0.14401037956837184,0.14401037956837184,All,Some,428000.0,389000.0,,531000.0
4391,4.981,480.34524,480.34485,0.8119166885658975,C24H50NO6P,CCCCCCCCCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:1,LPC O-16:1(6),0.42100000000000026,0.5971999999999866,0.0,0.0,All,None,3900.0,0.0,7070.0,0.0
4749,5.703,454.38856,454.38909,1.1664012444183478,C27H52NO4,CCCCCCCCC=CCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:1,CAR 20:1(11),0.33399999999999963,0.787319999999994,0.0,0.0,All,None,8540.0,9250.0,7790.0,26600.0
4788,5.746,506.35939,506.3605,2.192114116292339,C26H52NO6P,CCCCCC=CCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:2,"LPC O-18:2(9,12)",0.5826666666666664,0.7877066666666602,0.3280092159389374,0.3280092159389374,Some,Some,19400.0,0.0,0.0,0.0
4841,5.805,454.38862,454.38909,1.0343558204865257,C27H52NO4,CCCCCCCCC=CCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:1,CAR 20:1(11),0.11199999999999921,0.8675900000000354,0.46890817636190185,0.46890817636190185,All,Some,9990.0,16400.0,23500.0,0.0
4883,5.895,506.42149,506.3605,120.44778374301288,C26H52NO6P,CCCCCC=CCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:2,"LPC O-18:2(9,12)",0.5520000000000002,0.8977033333333301,0.32909966472894675,0.32909966472894675,Some,Some,0.0,0.0,19400.0,0.0
5071,6.048,506.42119,506.3605,119.85532046836659,C26H52NO6P,CCCCCC=CCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:2,"LPC O-18:2(9,12)",0.4825000000000004,0.6793849999999964,0.24255819014108507,0.24255819014108507,All,Some,7870.0,5350.0,0.0,10900.0
5143,6.196,506.42139,506.3605,120.25029598472261,C26H52NO6P,CCCCCC=CCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:2,"LPC O-18:2(9,12)",0.4825000000000004,0.6794849999999713,0.24629387755374632,0.24629387755374632,All,Some,0.0,8460.0,0.0,0.0
5239,6.314,506.42126,506.3605,119.99356189911364,C26H52NO6P,CCCCCCCCC=CCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:2,"LPC O-18:2(6,9)",0.2759999999999998,0.22052499999992392,0.0,0.0,Some,None,3670.0,0.0,0.0,10400.0
11094,13.927,716.52198,716.52248,0.6978148124371151,C39H74NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_18:2,"PE 16:0_18:2(9,12)",0.2475000000000005,0.08481499999999187,0.21156226607038428,0.21156226607038428,All,Some,217757.2802006409,179764.25394902533,224689.6551724138,243687.82094506978
11094,13.927,716.52198,716.52248,0.6978148124371151,C39H74NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_18:2,"PE 16:0_18:2(6,9)",0.16600000000000037,0.7094499999999471,0.1733030325454206,0.1733030325454206,All,Some,434242.719799359,435235.74605097465,499310.34482758626,417312.1790549303
11199,14.054,748.52675,748.52757,1.0954840313711653,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(7)_22:6(4,7,10,13,16,19)",0.4651999999999994,0.7429660000000127,0.13468838741501032,0.13468838741501032,Some,Some,56859.71066444758,57710.633932054974,24183.040677666988,46693.13780419478
11199,14.054,748.52675,748.52757,1.0954840313711653,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(9)_22:6(4,7,10,13,16,19)",0.4477999999999991,0.7477060000000051,0.09699298927576155,0.09699298927576155,Some,Some,53622.48111637434,58901.49270985362,23110.51795641048,48957.638059974175
11199,14.054,748.52675,748.52757,1.0954840313711653,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(6)_22:6(4,7,10,13,16,19)",0.4836363636363627,0.6905236363636401,0.08817544479614686,0.08817544479614686,Some,Some,77517.80821917808,76387.87335809141,31506.44136592253,64349.22413583104
11350,14.145,748.52506,748.52757,3.353249900889603,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(7)_22:6(4,7,10,13,16,19)",0.3409090909090912,0.8237036363637096,0.18611535109941835,0.18611535109941835,Some,Some,0.0,0.0,22938.075682018185,0.0
11350,14.145,748.52506,748.52757,3.353249900889603,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(6)_22:6(4,7,10,13,16,19)",0.3926153846153848,0.7724830769231386,0.1242125518858051,0.1242125518858051,Some,Some,0.0,0.0,20878.050748019945,0.0
11350,14.145,748.52506,748.52757,3.353249900889603,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(9)_22:6(4,7,10,13,16,19)",0.3613846153846157,0.835770769230836,0.1242125518858051,0.1242125518858051,Some,Some,0.0,0.0,29383.873569961863,0.0
11504,14.231,750.49192,750.54322,68.3504941926852,C43H76NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(9,12)_20:4(8,11,14,17)",0.26766666666666633,0.7260216666667247,0.42780452103928246,0.42780452103928246,Some,Some,13629.157246840821,43119.170708308906,11229.485695555533,12562.750793758021
11504,14.231,750.49192,750.54322,68.3504941926852,C43H76NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(6,9)_20:4(8,11,14,17)",0.3533333333333335,0.6059933333333447,0.27264229447409205,0.27264229447409205,Some,Some,70862.25056518956,110446.09071044078,52601.55489772296,51707.49172465042
11504,14.231,750.49192,750.54322,68.3504941926852,C43H76NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(6,9)_20:4(5,8,11,14)",0.24742857142857133,0.7219485714286488,0.266434279008267,0.266434279008267,Some,Some,14273.146635652027,2725.843415232106,9958.92529730505,6139.593325677227
11504,14.231,750.49192,750.54322,68.3504941926852,C43H76NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(9,12)_20:4(5,8,11,14)",0.35599999999999987,0.8129100000001017,0.2335166484166816,0.2335166484166816,Some,Some,125235.44555231761,108708.89516601822,99210.03410941646,88590.16415591435
11519,14.237,748.52421,748.52757,4.488812616387185,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(7)_22:6(4,7,10,13,16,19)",0.21054545454545412,0.8122372727273366,0.1958043134326699,0.1958043134326699,Some,Some,0.0,18209.512551193107,10490.287843122718,28379.409691324498
11519,14.237,748.52421,748.52757,4.488812616387185,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(6)_22:6(4,7,10,13,16,19)",0.29799999999999965,0.7627807692308229,0.1306285543030967,0.1306285543030967,Some,Some,0.0,18547.679030528536,9537.18977628677,26593.390807918553
11519,14.237,748.52421,748.52757,4.488812616387185,C43H74NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_22:6,"PE O-16:1(9)_22:6(4,7,10,13,16,19)",0.2667692307692305,0.825937692307749,0.1306285543030967,0.1306285543030967,Some,Some,0.0,24542.80841827836,13472.522380590513,38127.19950075696
11548,14.271,750.49205,750.54322,68.17728631279901,C43H76NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(9,12)_20:4(8,11,14,17)",0.2143333333333318,0.7261083333333241,0.42430624980448534,0.42430624980448534,Some,Some,11890.963738068072,24244.36390769067,5485.4896414889245,11867.049191799035
11548,14.271,750.49205,750.54322,68.17728631279901,C43H76NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(9,12)_20:4(5,8,11,14)",0.19133333333333388,0.7829233333333528,0.30754403255566154,0.30754403255566154,Some,Some,68717.22372192693,62099.8774183233,26377.98064441232,48844.02770974739
11548,14.271,750.49205,750.54322,68.17728631279901,C43H76NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(6,9)_20:4(5,8,11,14)",0.1949999999999991,0.8161249999999995,0.30705766391448097,0.30705766391448097,Some,Some,1947.2907911947239,1532.6440334701279,2585.902293331082,604.7162549856553
11548,14.271,750.49205,750.54322,68.17728631279901,C43H76NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(6,9)_20:4(8,11,14,17)",0.29999999999999893,0.6060366666666445,0.27102060216783513,0.27102060216783513,Some,Some,121444.52174881026,61123.114640515916,49750.627420767676,83684.20684346791
11722,14.367,750.49168,750.54322,68.67026258667082,C43H76NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(9,12)_20:4(5,8,11,14)",0.45066666666666677,0.7825166666666897,0.33212126277180093,0.33212126277180093,Some,Some,0.0,0.0,1293.707422015059,0.0
11722,14.367,750.49168,750.54322,68.67026258667082,C43H76NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(6,9)_20:4(5,8,11,14)",0.3079999999999992,0.701560000000029,0.3316544980235305,0.3316544980235305,Some,Some,0.0,0.0,34678.52900369464,0.0
11722,14.367,750.49168,750.54322,68.67026258667082,C43H76NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(9,12)_20:4(8,11,14,17)",0.1528571428571414,0.7476928571428516,0.25734995079974127,0.25734995079974127,Some,Some,0.0,0.0,0.0,0.0
11722,14.367,750.49168,750.54322,68.67026258667082,C43H76NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(6,9)_20:4(8,11,14,17)",0.2088571428571418,0.5380942857142698,0.11541235082462986,0.11541235082462986,Some,Some,0.0,0.0,43327.76357429031,0.0
11767,14.399,750.54303,750.54322,0.2531499784583271,C43H76NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(9,12)_20:4(5,8,11,14)",0.43066666666666603,0.8607766666667658,0.1678110035997231,0.1678110035997231,Some,Some,0.0,16789.19567827131,0.0,6965.15291547639
11767,14.399,750.54303,750.54322,0.2531499784583271,C43H76NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(9,12)_20:4(8,11,14,17)",0.3454285714285708,0.6515228571429036,0.16378214954465342,0.16378214954465342,Some,Some,0.0,39705.30147542888,0.0,43619.03671651823
11767,14.399,750.54303,750.54322,0.2531499784583271,C43H76NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COCCCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_20:4,"PE O-18:2(6,9)_20:4(5,8,11,14)",0.40828571428571386,0.7716414285714889,0.14341478488542045,0.14341478488542045,Some,Some,0.0,641.2655384734538,0.0,0.0
